Track,Artist,Album_Name,Release_Date,Spotify_Streams,Spotify_Popularity,YouTube_Views,TikTok_Likes,Shazam_Counts
HAY LUPITA,Lomiiel,HAY LUPITA - Single,2024-03-28,"22,692,011",71.0,"51,510,163","9,803,472","516,845"
Gatita,Bellakath,Gatita,2022-10-05,"218,661,601",57.0,"173,995,566","191,009,331","873,692"
World on Fire,Nate Smith,NATE SMITH (DELUXE),2023-04-28,"100,360,956",69.0,"12,196,961","6,096,788","415,236"
Love You Anyway,Luke Combs,Love You Anyway,2023-02-10,"164,507,374",67.0,"47,201,934","21,357,285","624,045"
MOJABI GHOST,Tainy,DATA,2023-06-29,"368,429,447",75.0,"74,049,864","955,307","715,485"
N95,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,"426,936,498",74.0,"124,386,115","16,024,927","1,452,569"
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,HEROES & VILLAINS,2022-12-02,"325,654,069",71.0,"21,886,334",3,"660,445"
Volvï¿,Didi Romero,La mï¿½ï¿½sica de @Gina Yei: #ConTodoElCorazï¿½ï¿½nYMï¿½ï¿½s (Banda Sono,2023-01-11,"47,586",0.0,"543,509,003",Unknown,136
You're Really Funny,Crocodyle,Rly Funny - EP,2022-11-11,Unknown,0.0,"631,421,040",Unknown,45
Earned It (Fifty Shades Of Grey),The Weeknd,Fifty Shades Of Grey (Original Motion Picture Soundtrack),2015-02-10,"1,667,089,416",69.0,"955,666,073","121,101,434",Unknown
Gucci Gang,Lil Pump,Gucci Gang,2017-08-31,"648,757,330",55.0,"1,402,505,864","27,119,678","2,724,063"
La Bebe,Yng Lvcas,LPM,2021-12-24,"255,707,376",64.0,"132,383,657","237,343,814","1,296,219"
Jaded,Miley Cyrus,Endless Summer Vacation,2023-03-10,"173,349,210",65.0,"69,971,780","7,349,390",Unknown
Bye,Peso Pluma,Bye,2023-05-26,"252,239,644",65.0,"157,154,307","96,001,756","415,733"
L$d,Luclover,Deaf 2 Society,2022-04-22,"34,621,941",36.0,"4,019,929","589,943,665","539,017"
Wolves,Selena Gomez,Wolves,2017-10-25,"1,358,424,406",71.0,"930,929,767","29,990,673","7,290,982"
Scars To Your Beautiful,Alessia Cara,Know-It-All,2015-11-13,"1,422,563,654",71.0,"710,718,042","104,484,107","113,684"
FRI(END)S,V,FRI(END)S,2024-03-15,"196,612,187",85.0,"38,102,046","2,941","226,475"
Surface Pressure,Jessica Darrow,Encanto (Original Motion Picture Soundtrack),2021-11-19,"318,018,082",65.0,"580,242,930","128,850,291","466,130"
Volver Al Futuro,Oscar Maydon,Volver Al Futuro,2024-05-30,"25,593,926",78.0,"7,493,616",Unknown,"33,433"
Praise God,Kanye West,Donda,2021-08-29,"451,323,154",67.0,"75,632,640","540,795,852","3,075,257"
Friesenjung,Ski Aggu,Friesenjung,2023-05-25,"150,508,549",70.0,"31,956,891",Unknown,"703,536"
El Azul,Junior H,El Azul - Single,2023-02-10,"684,103,586",76.0,"125,144,381","68,202,730","764,296"
EARFQUAKE,"Tyler, The Creator",IGOR,2019-05-17,"962,546,385",76.0,"262,134,097","46,126,757","1,242,490"
Ya Supï¿½ï¿½rame (En V,Grupo Firme,Ya Supï¿½ï¿½rame (En Vivo) - Si,2021-08-13,"347,218,974",57.0,"662,346,628","31,953,097","1,337,426"
if u think i'm pretty,Artemas,if u think i'm pretty,2023-10-24,"219,995,278",78.0,"25,556,375","83,793,501","757,462"
Fin de Semana,Oscar Maydon,Fin de Semana,2023-01-13,"568,846,143",76.0,"209,204,080","2,225,214","896,673"
Everybody (feat. Lil Uzi Vert),Nicki Minaj,Pink Friday 2,2023-12-07,"114,947,522",0.0,Unknown,Unknown,Unknown
Every Breath You Take,Bonnie Kimmel,Learned from Love,2017-05-26,Unknown,0.0,Unknown,Unknown,"171,902,000"
My Oh My (feat. DaBaby),Camila Cabello,Romance,2019-12-06,"703,865,912",68.0,"344,504,691","288,727,576","3,703,911"
Forever After All,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,"472,886,929",70.0,"247,466,941","53,390,196","1,332,172"
Fried (She a Vibe),Future,WE DON'T TRUST YOU,2024-03-22,"33,224,742",0.0,"6,259,257",Unknown,"232,391"
123 Song,D Billions,123 Song,2019-10-23,"628,692",23.0,"1,754,170,433","12,632","9,438"
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe),2020-07-20,"578,061,816",67.0,"261,251,373","25,346,506","2,481,910"
Numb,Marshmello,Numb,2022-06-10,"401,066,217",69.0,"54,641,192","8,253","2,292,241"
Ojapiano,KCee,Ojapiano - Single,2023-06-03,"27,444,985",56.0,"30,407,112","36,069,120","1,476,897"
Area Codes,Kaliii,Area Codes,2023-03-17,"228,240,866",68.0,"71,928,705","122,679,145","1,338,659"
Medallo,Blessd,Hecho En Medellï¿½,2021-10-27,"452,087,681",65.0,"509,694,751","59,474,554","1,414,880"
Domingo Abacaxi Flamingo,Bolofofos,Domingo Abacaxi Flamingo,2020-09-02,"12,933,566",51.0,"1,306,329,440","1,732,260",Unknown
Riptide,Vance Joy,Ministry Of Sound Presents Chillout Sessions XVI,2013-01-01,"2,541,833,602",80.0,"533,440,453","383,809,767","16,496,792"
Ch y la Pizza,Fuerza Regida,Ch y la Pizza,2022-12-01,"511,421,362",75.0,"265,678,775","17,455,943","739,587"
In Ha Mood,Ice Spice,In Ha Mood,2023-01-06,"190,126,590",63.0,"71,742,798","175,869,184","1,093,911"
POR QUï¿½ï¿½ SE,Grupo Frontera,POR QUï¿½ï¿½ SE,2024-05-09,"29,906,024",76.0,"17,263,028",Unknown,"151,296"
ALL MINE,Brent Faiyaz,WASTELAND,2022-07-08,"315,014,005",71.0,"77,564,375","51,356,427","1,112,722"
Let Me Know (I Wonder Why Freestyle),Juice WRLD,Sucker,2019-07-01,"503,584,339",72.0,"125,086,953","22,035,785","1,953,038"
The Night We Met,Lord Huron,The Night We Met,2015-02-09,"2,097,181,065",84.0,"807,672,690","239,330,349","8,832,956"
Playa Del Inglï¿½,Quevedo,Playa Del Inglï¿½ï¿½s - Si,2022-12-15,"347,558,532",67.0,"151,166,424","14,984,269","687,719"
BOO!SHUT,PIGGS,BOO!SHUT,2023-03-24,"29,649",3.0,"463,192,119",Unknown,"1,847"
HOLA PERDIDA REMIX,Luck Ra,HOLA PERDIDA REMIX,2024-05-31,"8,981,282",70.0,"10,058,975",Unknown,"17,326"
Talk,Yeat,Talk,2022-09-02,"242,057,987",67.0,"39,581,789","13,919,189","999,699"
Now And Then,The Beatles,Now And Then,2023-11-02,"66,843,778",0.0,"52,809,148","7,478,172","808,129"
Sign on the Door,Dora Lachaise,Sign on the Door,2023-03-29,Unknown,0.0,"466,723,346",Unknown,7
For Life (feat. Zak Abel & Nile Rodgers),Kygo,For Life (feat. Zak Abel & Nile Rodgers),2024-04-19,"36,844,307",76.0,"314,701",Unknown,"226,744"
Kya Loge Tum,B Praak,Kya Loge Tum,2023-05-15,"89,701,636",57.0,"375,460,772","649,330","104,287"
California Breeze,Lil Baby,It's Only Me,2022-10-14,"116,994,951",61.0,"152,685,892",Unknown,"671,214"
Nonstop,Drake,Scorpion,2018-06-29,"1,118,459,427",71.0,"409,939,539","223,929,731","4,021,390"
LOVE DIVE,IVE,LOVE DIVE,2022-04-05,"397,988,770",69.0,"583,304,882","219,351,151","468,601"
Alucin,Eugenio Esquivel,Alucin,2023-11-17,"207,103,587",0.0,"85,555,081",Unknown,"705,754"
Go Stupid,Polo G,Go Stupid,2020-02-14,"416,388,749",69.0,"122,253,253","151,447,909","1,046,790"
POPSTAR (feat. Drake),DJ Khaled,POPSTAR (feat. Drake),2020-07-17,"712,664,065",63.0,"384,597,914","28,205,851","3,773,076"
Qual ï¿½ï¿½ o seu des,Tz da Coronel,Qual ï¿½ï¿½ seu des,2024-02-29,"71,586,678",73.0,"68,170,959",Unknown,Unknown
Lovesick Girls,BLACKPINK,THE ALBUM,2020-10-02,"561,712,007",65.0,"959,285,337","95,381,031","977,988"
Solo (feat. Demi Lovato),Clean Bandit,Solo (feat. Demi Lovato),2018-05-17,"1,042,065,058",64.0,"90,354,845","217,591,835","14,928,007"
Una Vida Pasada,Camilo,Una Vida Pasada,2024-04-02,"50,955,386",81.0,"40,003,695","3,726,119","217,303"
Steven Universe,L.Dre,Steven Universe,2020-02-21,"54,104,852",50.0,Unknown,"2,714,697,966","503,200"
places to be,Fred again..,places to be,2024-05-31,"11,581,454",73.0,"443,994",Unknown,"48,101"
ASI ES LA VIDA,Enrique Iglesias,ASI ES LA VIDA,2023-09-28,"123,776,123",0.0,"144,081,808","3,931,596","985,508"
Corazï¿½,Maluma,Corazï¿½,2017-11-03,"598,040,653",64.0,"1,871,767,126","11,651,047","3,689,896"
Elvira,Oscar Maydon,Elvira,2023-12-20,"183,146,334",81.0,"97,178,744",Unknown,"382,419"
Fantasias,Rauw Alejandro,Fantasias,2019-08-29,"663,578,551",67.0,"1,120,507,756","14,860,378","1,795,507"
El Jefe,Shakira,El Jefe,2023-09-20,"122,882,453",0.0,"164,469,434","8,480","481,428"
Am,Nio Garcia,AM,2021-01-28,"361,357,607",57.0,"668,095,711","123,820,134","767,913"
Te Lo Agradezco,Kany Garcï¿½,Te Lo Agradezco,2023-07-27,"169,162,533",73.0,"210,403,837","1,140,777","623,417"
PLEBADA,El Alfa,PLEBADA,2023-06-08,"148,677,837",65.0,"254,704,259","35,439","405,352"
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,Marea (Weï¿½ï¿½ï¿½ve Lost Da,2021-02-22,"336,943,720",71.0,"31,888,669","11,683,008","5,947,514"
Fall In Love,Bailey Zimmerman,Fall In Love,2022-02-11,"262,185,115",71.0,"121,592,933","14,280,562","1,389,636"
Cupid,FIFTY FIFTY,The Beginning: Cupid - Single,2023-02-24,"212,084,990",37.0,"191,028,847","66,491,755","1,249,929"
Dj Gamm Gamm Piri Slow,DJ BAHBUS,Dj Gamm Gamm Piri Slow,2022-09-28,"32,014",0.0,"68,945","27,946,393","3,942"
Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,"165,611,453",78.0,"9,873,283","774,900","79,964"
Waiting For Love,Avicii,Ibiza Residence 2015,2015-01-01,"1,397,975,653",74.0,"1,701,608,739","19,503,025","10,834,953"
BOMBï¿½,Daddy Yankee,LEGENDADDY,2022-03-25,"129,335,327",60.0,"215,778,342","211,713,881","914,770"
Hello,Muramatsu Karaoke,Hello,2015-12-04,"3,531",0.0,"3,250,879,013",Unknown,Unknown
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,KHALED KHALED,2021-04-30,"352,955,079",68.0,"285,741,830","21,216,408","2,091,659"
Mo Bamba,Sheck Wes,Mo Bamba,2017-09-19,"1,056,346,890",71.0,"498,454,408","86,359,858","6,159,848"
Bank Account,21 Savage,Issa Album,2017-07-06,"1,150,653,471",70.0,"822,892,668","91,295,431","4,014,637"
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Highlights (Deluxe),2021-02-05,"939,627,795",87.0,"371,522,364","42,074,581","4,254,554"
Get You The Moon (feat. Snï¿½ï,Kina,Get You The Moon (feat. Snï¿½ï,2018-10-08,"1,020,435,750",69.0,"199,282,045","2,193,688,729","7,130,025"
Never Felt So Alone,Labrinth,Never Felt So Alone,2023-04-07,"269,669,185",67.0,"29,035,288","71,546,908","1,595,888"
Baile do Bruxo,Tropa do Bruxo,Baile do Bruxo,2023-09-29,"155,915,718",0.0,"76,324,065",Unknown,"315,593"
Love Me JeJe,Tems,Love Me JeJe - Single,2024-04-25,"34,621,656",76.0,"8,346,529","1,315","251,413"
Heather,Conan Gray,Kid Krow,2020-03-20,"1,675,083,208",80.0,"138,807,824","142,804,065","2,614,466"
Come & Go (with Marshmello),Juice WRLD,Come & Go (with Marshmello),2020-07-09,"959,313,617",71.0,"135,893,380","9,358,347","3,451,067"
Mas Rica Que Ayer,Anuel AA,Mas Rica Que Ayer,2023-03-02,"256,112,908",67.0,"245,635,362",Unknown,"542,476"
Love Again,Dua Lipa,Future Nostalgia,2020-03-27,"665,464,734",67.0,"419,361,718","29,557,917","6,223,371"
Bï¿½ï¿½cane - A COLORS ,Yamï¿,Bï¿½ï¿½cane - A Colors Show - Si,2023-06-01,"120,595,666",69.0,"73,217,073","98,120,656","3,106,294"
all of me,21 Savage,american dream,2024-01-12,"87,111,207",0.0,"4,705,879",Unknown,"125,463"
Giving Me,Jazzy,Giving Me,2023-03-10,"150,463,218",67.0,"57,191,900","19,724,036","1,009,861"
Attitude (feat. Charlie Wilson & Cash Cobain),Don Toliver,Attitude (feat. Charlie Wilson & Cash Cobain),2024-05-22,"14,204,736",0.0,"4,045,474",Unknown,Unknown
What Do You Mean?,Justin Bieber,Full Circle: The Live Anthology,2011-11-20,"1,599,742,798",74.0,"2,719,936,771","21,325,500","6,038,700"
Bailando - English Version,Enrique Iglesias,S** AND LOVE,2014-01-01,"218,205,900",50.0,"3,559,338,569","7,120,449","1,719,741"
ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý,Jazzdauren,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý - Single,2024-03-01,"2,902,263",56.0,"77,405,121","304,392","904,938"
TV,Billie Eilish,Guitar Songs,2022-07-21,"572,602,278",76.0,"115,201,405","17,523,049","1,521,109"
But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,"154,819,909",76.0,"10,014,516",Unknown,"67,086"
Tiroteo - Remix,Marc Seguï¿,Tiroteo (Remix),2021-04-01,"654,941,874",75.0,"556,407,060","17,542,951","2,646,335"
pushin P (feat. Young Thug),Gunna,DRIP SEASON 4EVER,2022-01-07,"368,155,242",65.0,"99,364,654","2,277,982","652,382"
Take Me to Church,Hozier,Take Me To Church,2013-09-16,"2,544,489,950",78.0,"1,690,342,490","35,030,283","29,306,436"
It's You,Ali Gatie,It's You,2019-06-14,"1,123,039,235",72.0,"763,620,890","81,833,797","4,561,219"
Love Lee,AKMU,Love Lee,2023-08-21,"72,468,277",65.0,"143,446,620","105,772,835","257,725"
Jump,Tyla,TYLA,2024-03-01,"95,341,415",77.0,"10,759,752",Unknown,"640,594"
Venom - Music From The Motion Picture,Eminem,Kamikaze,2018-08-31,"788,282,679",68.0,"872,454,191","566,011,362","4,124,065"
fantasmas,Humbe,fantasmas - Single,2023-11-20,"88,072,335",0.0,"70,685,035","101,185,703","859,637"
Basit Numaralar,Zerrin ï¿½ï¿,Basit Numaralar,2023-08-04,"57,370,965",58.0,"215,435,066","7,122,446","714,127"
Karma,Taylor Swift,Midnights,2022-10-21,"777,305,444",75.0,"97,902,815","112,157,506","1,124,725"
The Painter,Cody Johnson,The Painter - Single,2023-08-11,"107,754,524",66.0,"11,577,220","6,216,569","332,849"
Chiky Boom,Paylon,Chiky Boom,2022-11-18,"41,254",1.0,"593,750,417",Unknown,Unknown
Me & U,Tems,Me & U,2023-10-05,"100,830,964",0.0,"48,323,636","3,894,192","1,015,276"
Vista Al Mar,Quevedo,Vista Al Mar,2022-09-09,"511,726,944",68.0,"182,250,623","14,320,250","596,476"
Imagine,Carbonne,Imagine,2024-05-03,"35,864,342",77.0,"11,599,115",Unknown,"356,367"
All The Stars (with SZA),Kendrick Lamar,All The Stars (with SZA),2018-01-04,"1,638,529,683",82.0,"633,789,787","33,196,158","8,746,447"
Lehanga,Jass Manak,Lehanga,2019-07-25,"41,063,045",0.0,"1,741,817,091","326,094",Unknown
X (feat. Future),21 Savage,Savage Mode,2016-07-15,"581,220,786",65.0,"365,678,540","4,912","1,739,069"
CRAZYZ,Fuerza Regida,Pa las Baby's Y Belikeada,2023-10-20,"202,633,616",78.0,"117,472,301","172,878","564,296"
Passionfruit,Drake,More Life,2017-03-18,"1,625,307,365",77.0,"410,329,826","144,066,647","5,160,420"
Like Crazy,Jimin,FACE,2023-03-24,"1,165,398,518",84.0,"139,608,215","5,827,931","830,091"
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,2016-12-09,"1,662,288,901",75.0,"1,049,659,880","1,982,231","11,706,559"
What It Is (Solo Version),Doechii,What It Is (Versions),2023-03-17,"308,738,277",70.0,"77,532,151","103,987,020","759,382"
Bad and Boujee (feat. Lil Uzi Vert),Migos,Bad and Boujee,2016-10-28,"936,450,891",66.0,"59,661,695","45,438,518","6,813,172"
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,SUBEME LA RADIO,2017-02-24,"706,158,416",65.0,"1,601,099,483","28,595,817","7,039,145"
Soak City (Do it),310babii,Soak City (Do it),2023-06-03,"128,855,739",65.0,"17,779,741","159,054,107","2,066,168"
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,"560,691,819",65.0,"303,897,464","11,579,283","1,879,880"
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Cheerleader (Felix Jaehn Remix) (Radio Edit),2014-05-20,"1,663,491,433",52.0,"1,569,239,627","7,776,168","23,811,147"
Woah (feat. D3Mstreet),KRYPTO9095,Woah,2019-03-29,"92,985,109",45.0,"166,739,538","829,818,450","2,419,836"
Wrecking Ball,Miley Cyrus,538 Hitzone Best Of 2013,2013-01-01,"930,004,605",73.0,"1,694,450,676","110,364,036","10,011,230"
Stereo Love (TikTok Remix),DJRemixGod,Stereo Love (TikTok Remix) - Single,2024-04-30,"348,676,476",0.0,Unknown,Unknown,Unknown
Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,2020-05-08,"1,120,501,187",73.0,"433,277,837","84,906,720","4,103,756"
she's all i wanna be,Tate McRae,she's all i wanna be,2022-02-04,"452,628,341",71.0,"107,628,561","27,518,167","2,526,560"
Oh My God,Adele,30,2021-11-19,"562,200,390",68.0,"175,552,661","28,692,207","3,418,829"
Leave Out All The Rest,Linkin Park,Papercuts,2024-04-12,"270,590,102",0.0,Unknown,Unknown,"1,782,705"
iSpy (feat. Lil Yachty),KYLE,iSpy (feat. Lil Yachty),2016-12-02,"960,430,911",64.0,"686,017,624","49,211,923","4,583,248"
I AM,IVE,I've IVE,2023-04-10,"269,067,890",71.0,"256,133,933","53,293,582","523,507"
Midnight Sky,Miley Cyrus,Midnight Sky,2020-08-14,"629,372,240",66.0,"301,362,454","33,434,126","4,783,852"
"Earth, Wind & Fire",BOYNEXTDOOR,HOW?,2024-04-15,"15,434,400",0.0,"51,593,380","983,067","39,073"
Andrea,Bad Bunny,Un Verano Sin Ti,2022-05-06,"432,885,913",71.0,"321,888,868","152,132,878","901,897"
Ric Flair Drip (with Metro Boomin),Offset,Without Warning,2017-10-30,"1,506,766,477",80.0,"392,508,024","16,735,833","3,628,434"
Dï¿½ï¿½,Teya Dora,Dï¿½ï¿½,2023-03-22,"125,289,731",65.0,"150,869,846","69,237,529","6,583,285"
Going Bad (feat. Drake),Meek Mill,Championships,2018-11-30,"1,189,579,197",73.0,"339,988,703","150,299,860",Unknown
Tenho Que Me Decidir,MC PH,O Cara Do Momento,2023-11-29,"111,408,880",0.0,"92,538,511",Unknown,"234,008"
Wunder,AYLIVA,Wunder,2024-04-26,"47,364,546",77.0,"11,650,472",Unknown,"223,239"
Safaera,Bad Bunny,YHLQMDLG,2020-02-29,"868,744,690",70.0,"491,413,241","112,367,323","2,268,804"
Baby,Justin Bieber,R&B Collection 2011,2010-01-01,"952,635,214",76.0,"3,312,260,344","131,384,412","4,413,818"
On BS,Drake,Her Loss,2022-11-04,"253,540,951",67.0,"22,665,894","72,901,216","508,529"
Marlboro Remix,Unknown,Marlboro Remix - Single,2024-06-07,Unknown,0.0,Unknown,Unknown,"504,979"
Love Again,The Kid LAROI,Love Again,2023-01-27,"215,466,975",62.0,"28,993,149","3,567,265","982,555"
LAGUNAS,Peso Pluma,LAGUNAS,2023-06-22,"301,396,080",74.0,"85,636,375","29,951,984","728,319"
Narcotics (with Bryant Myers),Dei V,Narcotics (with Bryant Myers),2023-09-14,"154,018,930",73.0,"107,103,779","23,928,767","477,640"
Linea del Perreo (feat. Dj Kiire),Uzielito Mix,Linea del Perreo (feat. Dj Kiire) - Single,2023-12-12,"99,086,405",0.0,"128,889,809",533,"230,815"
24K Magic,Bruno Mars,24K Magic,2016-10-07,"1,425,996,809",77.0,"181,151,693","115,712,320",Unknown
The Feels,TWICE,The Feels,2021-10-01,"431,638,330",66.0,"564,641,494","351,794,036","910,474"
Someone Like You,Adele,21' Sampler,2011-01-18,"1,925,879,064",75.0,"759,564,393","46,563,916","14,474,611"
Oh U Went (feat. Drake),Young Thug,BUSINESS IS BUSINESS,2023-06-23,"112,624,663",64.0,"23,464,236","3,366,841","781,033"
Right Now (Feat. Crush),Coogie,Right Now,2023-09-12,"8,163,960",0.0,"15,456,128","66,774,561","163,568"
Burn,Kanye West,VULTURES 1,2024-02-09,"147,150,985",0.0,"3,917,468",Unknown,"46,704"
High Fashion (feat. Mustard),Roddy Ricch,Please Excuse Me For Being Antisocial,2019-12-06,"538,059,363",65.0,"215,454,028","175,055,656","2,942,911"
Ronald,Falling In Reverse,Ronald,2024-05-07,"17,589,316",72.0,"11,826,358",Unknown,"168,164"
We Paid (feat. 42 Dugg),Lil Baby,My Turn (Deluxe),2020-02-28,"417,634,388",68.0,"507,681,327","24,869,947","1,966,892"
Boss Bitch,Doja Cat,Boss Bitch,2020-01-23,"878,349,171",70.0,"522,643,821","497,520,292","3,613,901"
Ballena,Vulgo FK,Ballena,2023-07-13,"174,583,156",66.0,"160,585,664","14,352,909","183,816"
Locked Away (feat. Adam Levine),R. City,Locked Away,2015-06-29,"990,518,773",75.0,"1,273,135,552","48,742,043","17,627,794"
Tal Vez,Paulo Londra,Tal Vez,2019-04-03,"751,585,271",67.0,"1,245,024,291","23,744,405","1,591,441"
the remedy for a broken heart (why am I so in love),XXXTENTACION,?,2018-03-16,"959,078,765",69.0,"402,582,220","96,702,547","3,685,380"
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),2021-03-03,"730,200,775",71.0,"313,682,727","7,430,636","4,208,553"
Cynical,twocolors,Cynical,2023-06-30,"112,737,954",41.0,"37,013,758","12,949","1,934,390"
These Words,Badger,These Words,2024-04-05,"57,562,320",78.0,"2,769,869",Unknown,"314,122"
Robarte un Beso,Carlos Vives,Robarte un Beso,2017-07-28,"658,225,560",72.0,"1,852,547,490","7,565,426","2,853,977"
Vida Gangster,Lauty Gram,Vida Gangster,2022-12-08,"105,604,106",56.0,"161,745,200","145,856,351","329,440"
For My Hand (feat. Ed Sheeran),Burna Boy,"Love, Damini",2022-07-01,"264,048,274",65.0,"170,657,868","21,294,580","2,763,102"
Cowgirls (feat. ERNEST),Morgan Wallen,One Thing At A Time,2023-03-03,"266,560,481",81.0,"40,534,712","8,320,521","357,979"
'Til You Can't,Cody Johnson,'Til You Canï¿½ï¿½ï¿½t / Longer Than S,2021-06-11,"258,769,609",68.0,"145,224,400","11,065,564","1,449,353"
Those Oldies but Goodies,Little Caesar & the Romans,Little Caesar and The Romans: The Extended Play Collection,2014-07-22,Unknown,0.0,Unknown,Unknown,Unknown
Dark Horse,Katy Perry,The Top Music of the World,2013-11-27,Unknown,0.0,"3,738,385,281",Unknown,Unknown
Hass Hass,Diljit Dosanjh,Hass Hass - Single,2023-10-27,"106,514,756",70.0,"148,785,957",982,"289,631"
You Got It,Vedo,You Got It,2020-03-06,"378,584,974",64.0,"116,036,942","663,072,442","2,143,649"
LDR,Shoti,LDR,2022-08-27,"37,027,643",57.0,"592,859,063","5,398,232","44,360"
"Kaavaalaa (From ""Jailer"")",Shilpa Rao,"Kaavaalaa (From ""Jailer"")",2023-07-06,"94,518,210",61.0,"280,887,419","4,825,083","185,739"
Me or Sum (feat. Future & Lil Baby),Nardo Wick,Me or Sum (feat. Future & Lil Baby) - Single,2021-11-29,"169,074,195",59.0,"121,560,768","28,448,143","1,161,965"
You're Welcome,Dwayne Johnson,Moana (Original Motion Picture Soundtrack/Deluxe Edition),2016-11-18,"551,115,166",66.0,"1,771,543,816","49,656,709","884,422"
